Age,Tenure_Months,Total_Purchases,Avg_Purchase_Amount,Total_Spent,Support_Tickets,Complaints,Feedback_Score,Last_Purchase_Days_Ago,Renewal_Count,Gender_enc,Plan_Type_enc,Payment_Method_enc,Location_enc,CLV,Activity_Freq,Complaint_Ratio,Inactive_Flag,Churn
24,40,44,21804.54,1024413.75,7,5,1.64,49,2,1,3,0,5,24985.7,1.0732,0.1111,0,0
50,69,52,14367.71,642077.88,14,9,1.97,14,4,0,4,1,1,9172.54,0.7429,0.1698,0,1
43,43,9,42147.79,378882.58,3,9,1.29,125,6,1,0,3,2,8610.97,0.2045,0.9,1,1
62,1,99,10387.69,1010862.59,10,7,2.11,148,6,1,3,0,5,505431.3,49.5,0.07,1,1
37,22,65,36201.44,2744413.75,2,4,3.76,25,5,1,2,3,5,119322.34,2.8261,0.0606,0,0
20,62,10,22566.69,270412.22,6,2,3.61,4,4,1,0,2,5,4292.26,0.1587,0.1818,0,0
21,26,46,49925.5,2438477.88,14,1,3.22,169,6,1,4,3,1,90314,1.7037,0.0213,1,0
43,18,58,30764.25,2037600.44,6,1,1,63,5,1,4,3,1,107242.13,3.0526,0.0169,0,0
28,48,37,5657.39,221621.58,1,1,1.5,176,0,1,3,2,1,4522.89,0.7551,0.0263,1,0
19,9,52,21266.3,1272293.63,0,9,4.37,55,4,0,3,3,5,127229.36,5.2,0.1698,0,0
31,1,99,3781.8,364405.03,10,4,2.09,2,6,0,1,1,0,182202.51,49.5,0.04,0,1
61,9,81,14639.95,1237059.58,7,9,4.65,23,4,0,3,1,5,123705.96,8.1,0.1098,0,1
47,23,13,17494.18,258824.34,2,3,4.5,108,5,1,3,0,5,10784.35,0.5417,0.2143,1,0
29,45,6,42732.24,299271.23,5,1,1.62,176,4,1,2,0,3,6505.9,0.1304,0.1429,1,0
43,2,58,41980.38,1971929.26,6,4,4.59,119,6,1,2,1,1,657309.75,19.3333,0.0678,1,1
61,14,48,1072.08,43307.72,7,6,3.51,15,3,1,0,0,3,2887.18,3.2,0.1224,0,1
50,38,32,26847.79,1007302.35,5,4,3.52,51,6,1,3,3,5,25828.27,0.8205,0.1212,0,0
30,40,11,11565.42,130705.84,6,7,4.41,152,3,0,3,2,1,3187.95,0.2683,0.5833,1,1
31,63,81,16344.61,1583502.01,4,5,2.62,20,5,1,4,0,4,24742.22,1.2656,0.061,0,0
41,16,5,1571.74,8778.58,2,8,3.94,56,0,0,2,0,3,516.39,0.2941,1.3333,0,0
51,6,6,37612.42,254392.98,14,9,3.67,38,5,1,4,1,2,36341.85,0.8571,1.2857,0,1
61,3,74,47554.19,3358715.92,1,4,4.09,25,4,1,3,2,1,839678.98,18.5,0.0533,0,0
43,14,97,11353.72,994501.79,6,7,3.64,86,0,1,2,0,4,66300.12,6.4667,0.0714,0,1
38,66,94,17417.76,1701619.84,7,5,1.32,179,0,1,3,0,3,25397.31,1.403,0.0526,1,1
45,67,21,10718.48,259214.39,13,6,2.17,175,7,0,1,2,5,3811.98,0.3088,0.2727,1,1
53,31,42,46537.41,2131028.69,7,7,4.76,68,0,1,4,2,4,66594.65,1.3125,0.1628,0,1
57,33,81,963.12,77144.48,12,3,1.89,80,3,1,2,2,2,2268.96,2.3824,0.0366,0,1
19,1,27,29401.18,874231.39,2,3,2.89,64,6,0,2,0,2,437115.69,13.5,0.1071,0,0
59,44,3,43602.82,140770.7,1,5,2.43,171,3,1,3,1,2,3128.24,0.0667,1.25,1,1
26,15,60,9722.21,679710.8,12,1,1.35,71,2,0,3,3,2,42481.93,3.75,0.0164,0,1
40,37,93,29704.77,2501269.96,8,8,1.72,88,7,0,0,0,4,65822.89,2.4474,0.0851,0,1
32,27,66,3007.08,168245.66,5,7,2.15,57,5,0,0,0,5,6008.77,2.3571,0.1045,0,1
30,48,93,40821.96,3750963.05,9,1,2.85,167,4,1,4,2,3,76550.27,1.898,0.0106,1,1
40,27,49,14084.24,651779.04,2,0,4.5,119,5,0,2,2,2,23277.82,1.75,0,1,0
34,12,34,49443.29,2000382.31,4,9,3.06,29,1,0,3,3,4,153875.56,2.6154,0.2571,0,1
19,67,37,46139.48,1370852.84,0,3,3.61,154,3,1,4,0,5,20159.6,0.5441,0.0789,1,0
37,30,42,36759.54,1811540.87,1,3,2.7,142,7,0,2,2,4,58436.8,1.3548,0.0698,1,0
37,66,65,25093.71,1928001.48,8,1,4.48,64,6,1,3,0,3,28776.14,0.9701,0.0152,0,0
63,7,60,38446.16,1892435.42,9,4,3.65,47,5,0,0,2,4,236554.43,7.5,0.0656,0,1
20,34,90,6965.15,724546.12,10,2,1.36,20,5,0,2,3,5,20701.32,2.5714,0.022,0,0
29,32,1,15854.88,15669.56,9,2,2.91,7,7,1,3,1,0,474.84,0.0303,1,0,0
57,39,59,1831.37,119554.03,2,9,4.31,94,1,1,4,3,5,2988.85,1.475,0.15,1,0
19,43,4,32428.72,107884.15,7,2,3.93,128,4,1,4,0,3,2451.91,0.0909,0.4,1,1
53,43,14,40374.11,668157.31,9,3,4.62,114,4,0,1,0,5,15185.39,0.3182,0.2,1,0
31,3,18,47341.13,888798.99,7,4,1.91,53,3,0,2,2,4,222199.75,4.5,0.2105,0,1
33,46,34,34482.11,1359361.93,14,3,4.91,158,1,0,4,0,1,28922.59,0.7234,0.0857,1,1
36,32,1,36738.52,39280.28,4,8,2.14,66,5,1,2,0,1,1190.31,0.0303,4,0,1
51,43,53,44825.06,2410708.74,7,3,1.2,143,0,0,4,0,2,54788.83,1.2045,0.0556,1,1
61,3,22,46850.71,895690.14,1,6,2.98,127,7,1,2,2,3,223922.54,5.5,0.2609,1,0
63,63,80,24819.23,1729764.53,1,9,1.44,70,0,1,2,3,5,27027.57,1.25,0.1111,0,1
23,40,61,5934.48,358031.17,11,4,3.73,92,5,0,2,2,4,8732.47,1.4878,0.0645,1,1
30,18,22,23587.66,595821.65,3,9,4.6,120,3,1,1,0,4,31359.03,1.1579,0.3913,1,0
53,67,50,28025.66,1185607.83,7,8,4.69,153,1,0,0,1,0,17435.41,0.7353,0.1569,1,1
39,62,16,31761.47,609491.89,1,8,3.43,23,3,0,2,1,0,9674.47,0.254,0.4706,0,0
35,10,28,49469.59,1593426.1,3,7,3.14,140,0,1,0,3,2,144856.92,2.5455,0.2414,1,1
29,52,92,45919.38,4043025.13,7,5,4.98,176,4,0,0,3,3,76283.49,1.7358,0.0538,1,0
47,46,86,20120.03,1559448.46,2,5,3.32,112,7,1,0,3,2,33179.75,1.8298,0.0575,1,0
57,55,70,6115.96,500382.51,7,1,4.71,138,3,1,4,3,0,8935.4,1.25,0.0141,1,0
24,46,89,11132.18,841440.98,11,6,4.67,145,0,0,3,3,0,17903,1.8936,0.0667,1,1
49,60,42,9103.08,358975.2,1,8,2.16,119,4,0,0,0,3,5884.84,0.6885,0.186,1,1
36,26,66,18122.63,997021.67,13,8,1.06,130,5,1,2,1,5,36926.73,2.4444,0.1194,1,1
23,27,71,43886.22,3681102.75,0,1,2.76,81,3,1,3,0,2,131467.96,2.5357,0.0139,0,0
37,38,81,22179.44,1881060.21,13,8,4.45,175,7,0,4,3,0,48232.31,2.0769,0.0976,1,1
44,22,35,28580.23,934759.72,13,6,4.34,71,3,0,1,2,4,40641.73,1.5217,0.1667,0,1
60,26,20,9368.76,170547.65,13,4,3.41,141,0,0,0,1,1,6316.58,0.7407,0.1905,1,1
54,69,2,24895.99,48678.52,5,4,1.63,74,0,1,0,1,0,695.41,0.0286,1.3333,0,0
24,35,7,43744.57,256162.08,7,5,1.43,22,4,0,4,0,5,7115.61,0.1944,0.625,0,0
22,66,96,38786.43,4303393.32,8,7,4.82,126,2,1,2,0,2,64229.75,1.4328,0.0722,1,1
28,51,49,4518.94,222397.08,9,1,2.69,156,6,1,2,2,0,4276.87,0.9423,0.02,1,1
32,18,83,43172.58,3905963.71,7,2,3.59,178,4,0,3,1,4,205577.04,4.3684,0.0238,1,1
20,43,76,14054.49,954382.48,1,9,4.62,106,3,0,3,1,1,21690.51,1.7273,0.1169,1,0
22,12,9,33452.95,301528.11,0,6,4.48,124,3,1,2,1,1,23194.47,0.6923,0.6,1,0
40,3,27,7745.95,184971.29,6,2,3.27,78,3,1,1,3,4,46242.82,6.75,0.0714,0,0
54,7,78,33894.9,2978078.53,6,0,2.95,147,5,0,2,1,2,372259.82,9.75,0,1,0
26,6,2,2267.22,5033.73,12,5,3.94,118,0,0,1,0,4,719.1,0.2857,1.6667,1,1
32,45,85,30231.91,2208105.01,11,6,2.4,1,3,0,4,2,5,48002.28,1.8478,0.0698,0,1
20,39,68,32474.04,1832399.18,12,8,3.5,88,3,1,1,3,4,45809.98,1.7,0.1159,0,1
46,51,60,12602.59,854212.47,2,0,1.09,142,4,1,4,3,3,16427.16,1.1538,0,1,0
23,9,85,46880.32,3362632.69,5,8,4.3,87,0,0,0,1,5,336263.27,8.5,0.093,0,1
34,23,86,2775.63,243333.79,6,9,4.99,69,4,1,2,2,3,10138.91,3.5833,0.1034,0,0
43,12,49,44639.61,2217515.16,13,6,4.82,84,2,1,3,0,3,170578.09,3.7692,0.12,0,1
38,62,2,19403.93,34196.61,8,7,2.44,150,4,1,0,0,1,542.8,0.0317,2.3333,1,1
25,40,17,35838.78,631523.16,0,2,3.12,110,4,0,3,0,1,15403,0.4146,0.1111,1,0
38,54,83,32751.65,2721382.6,12,4,1.94,128,2,1,1,2,0,49479.68,1.5091,0.0476,1,1
28,7,88,8828.19,779736.09,2,2,2.21,104,4,1,2,2,3,97467.01,11,0.0225,1,0
55,17,20,16290.46,307524.86,4,6,2.83,172,7,0,2,1,2,17084.71,1.1111,0.2857,1,1
25,50,76,26718.84,2305521.13,2,1,3.99,122,3,0,2,2,2,45206.3,1.4902,0.013,1,0
59,24,89,42402.26,3146399.88,7,5,1.07,177,3,0,0,2,3,125856,3.56,0.0556,1,1
41,2,87,47765.57,4053581.57,9,9,2.58,99,7,1,4,1,1,1351193.86,29,0.1023,1,1
52,33,98,1519.04,134563.71,5,1,3.23,36,7,0,1,3,4,3957.76,2.8824,0.0101,0,0
31,21,32,17951.63,654515.59,1,8,1.86,88,1,1,0,0,5,29750.71,1.4545,0.2424,0,0
31,53,51,33573.12,1523939.23,0,5,1.31,162,6,0,0,3,1,28221.1,0.9444,0.0962,1,0
27,46,88,26622.61,2593022.58,9,4,3.16,37,0,1,4,0,0,55170.69,1.8723,0.0449,0,0
29,45,42,47179.59,2069931.94,4,5,3.55,51,3,1,3,3,3,44998.52,0.913,0.1163,0,0
55,9,63,1339.99,97074.98,10,5,3.56,37,7,1,3,2,1,9707.5,6.3,0.0781,0,0
61,6,89,22168.1,2046981.63,8,5,2.43,153,7,0,2,3,4,292425.95,12.7143,0.0556,1,1
63,51,61,33605.79,2096269.34,9,9,1.95,86,5,1,0,3,0,40312.87,1.1731,0.1452,0,1
51,35,62,11270.39,782931.97,8,5,1.88,5,0,1,4,1,1,21748.11,1.7222,0.0794,0,0
58,53,3,36430.63,112023.61,0,8,1.16,136,4,0,4,2,3,2074.51,0.0556,2,1,0
27,19,89,4520.82,457803.7,2,6,1.74,53,7,1,3,2,4,22890.18,4.45,0.0667,0,0
34,69,92,22826.41,1721451.3,12,0,4.27,105,1,1,4,0,1,24592.16,1.3143,0,1,0
34,25,76,33973.63,2576986.68,5,9,1.01,111,5,1,3,1,5,99114.87,2.9231,0.1169,1,1
20,11,26,13704.48,400883.27,4,8,1.18,27,7,1,3,2,3,33406.94,2.1667,0.2963,0,0
48,17,48,4155.4,227252.93,3,5,1.51,61,3,0,0,3,3,12625.16,2.6667,0.102,0,0
18,36,8,47872.57,434155.24,12,9,2.68,65,5,1,1,3,1,11733.93,0.2162,1,0,1
29,21,5,45734.24,238218.8,1,7,2.33,84,4,0,2,3,1,10828.13,0.2273,1.1667,0,0
56,18,11,46355.31,610660.47,11,2,1.71,45,1,1,1,2,1,32140.02,0.5789,0.1667,0,0
21,60,42,48935.87,1793366.94,11,2,1.44,131,5,0,4,2,4,29399.46,0.6885,0.0465,1,1
59,18,99,9642.55,830306.03,11,8,4.76,50,4,0,1,0,1,43700.32,5.2105,0.08,0,1
30,1,91,8309.91,614889.81,3,8,4.65,48,0,0,1,0,5,307444.91,45.5,0.087,0,0
51,14,41,2193.62,107542.6,4,4,4.09,175,4,1,3,2,5,7169.51,2.7333,0.0952,1,1
59,8,19,44645.23,796692.12,14,4,2.01,142,4,0,0,3,2,88521.35,2.1111,0.2,1,1
38,66,48,37761.76,2002560.55,11,2,2.29,19,6,0,4,1,5,29888.96,0.7164,0.0408,0,0
39,51,53,31846.49,1390604.3,1,6,3.66,134,4,1,2,0,1,26742.39,1.0192,0.1111,1,0
21,60,55,46419.97,2347510.72,9,6,2.17,135,1,0,3,2,0,38483.78,0.9016,0.1071,1,1
35,34,61,28966.29,1854476.36,0,2,3.12,101,5,1,2,3,2,52985.04,1.7429,0.0323,1,0
22,36,32,6921.67,223688.96,6,7,3.61,90,4,0,0,0,0,6045.65,0.8649,0.2121,0,0
36,62,46,9254.79,375953.39,6,5,3.08,13,1,0,1,0,5,5967.51,0.7302,0.1064,0,0
19,1,92,7043.1,638011.03,7,2,2.65,101,1,0,1,2,0,319005.51,46,0.0215,1,0
29,42,36,15729.07,477636.24,9,5,2.39,46,2,0,0,3,3,11107.82,0.8372,0.1351,0,1
34,1,18,19285.09,353061.17,5,0,4.11,33,6,1,4,0,4,176530.58,9,0,0,0
27,54,74,39943.53,2479273.84,0,5,3.96,116,7,0,3,0,2,45077.71,1.3455,0.0667,1,0
51,47,96,9967.07,1008865.9,7,6,3.78,97,7,0,1,2,2,21018.04,2,0.0619,1,0
23,39,18,36405.58,564962.63,1,3,2.5,41,4,0,0,0,3,14124.07,0.45,0.1579,0,0
25,30,12,24815.81,303398.41,11,3,4.1,73,6,1,3,2,0,9787.05,0.3871,0.2308,0,1
28,7,72,49983.17,3064901.55,2,2,4.83,29,3,1,3,2,4,383112.69,9,0.0274,0,0
29,22,97,38940.83,3627243.66,7,4,3.76,117,1,1,0,2,4,157706.25,4.2174,0.0408,1,0
26,50,46,48463.17,2097180.83,3,0,2.63,7,7,1,1,0,3,41121.19,0.902,0,0,0
19,45,55,17446.4,1057967.72,4,5,4.19,95,4,1,4,1,1,22999.3,1.1957,0.0893,1,0
25,10,38,6590.98,264599.41,8,1,3.44,11,3,1,1,3,4,24054.49,3.4545,0.0256,0,0
28,14,78,25541.84,2340582.18,10,3,4.51,42,0,1,1,3,1,156038.81,5.2,0.038,0,1
53,46,2,6649.85,15544.22,6,5,3.85,5,7,1,1,3,3,330.73,0.0426,1.6667,0,0
27,6,9,24876.36,244036.73,9,5,4.08,175,3,1,1,1,0,34862.39,1.2857,0.5,1,1
38,21,5,13862.08,76812.17,11,9,3.67,2,1,1,2,0,1,3491.46,0.2273,1.5,0,1
37,62,98,24806.84,2552538.36,6,6,1.37,43,1,1,0,0,2,40516.48,1.5556,0.0606,0,0
25,19,19,47506.99,971833.46,0,0,2.94,4,1,0,4,3,1,48591.67,0.95,0,0,0
53,62,71,14807.19,1100605.05,0,5,1.23,81,5,0,4,2,0,17469.92,1.127,0.0694,0,0
46,53,39,49674.99,1791455.55,14,8,2.79,119,2,1,2,3,1,33175.1,0.7222,0.2,1,1
59,24,42,11851.81,468046.71,7,7,3.87,95,3,0,4,1,3,18721.87,1.68,0.1628,1,1
29,56,17,10801.36,189112.35,9,7,2.69,59,5,0,2,1,1,3317.76,0.2982,0.3889,0,1
31,62,63,27467.03,1882822.7,0,5,1.01,30,4,1,2,0,5,29886.07,1,0.0781,0,0
38,34,90,42181.22,3653749.71,9,3,2.48,130,6,0,4,2,2,104392.85,2.5714,0.033,1,1
39,22,46,37600.42,1482400.02,14,0,1.27,88,4,1,4,0,1,64452.17,2,0,0,1
38,68,91,36315.08,3251026.94,1,4,4.12,74,1,1,1,0,3,47116.33,1.3188,0.0435,0,0
61,57,92,14490.33,1580102.62,3,4,4.14,128,3,0,2,1,1,27243.15,1.5862,0.043,1,0
47,10,20,1614.58,28598.57,8,6,4.23,171,7,0,3,0,4,2599.87,1.8182,0.2857,1,1
56,66,70,8506.54,630963.57,6,0,1.12,96,7,1,0,1,0,9417.37,1.0448,0,1,0
37,8,8,17798.93,169875.35,12,5,1.13,18,5,1,1,0,2,18875.04,0.8889,0.5556,0,1
41,38,96,48598.35,4434478.93,12,6,4.61,152,0,0,2,1,0,113704.59,2.4615,0.0619,1,1
40,62,19,46028.98,1010240.25,11,0,1.49,165,3,0,1,1,2,16035.56,0.3016,0,1,1
24,28,32,10431.91,382426.53,6,2,3.68,158,4,0,1,3,0,13187.12,1.1034,0.0606,1,1
26,10,19,36418.31,647398.94,11,9,4.18,59,1,0,0,1,5,58854.45,1.7273,0.45,0,1
18,45,24,29161.33,587477.43,9,8,2.79,151,3,1,4,1,2,12771.25,0.5217,0.32,1,1
43,65,24,2967.21,62056.18,6,7,3.19,30,2,0,4,2,1,940.25,0.3636,0.28,0,0
55,67,56,18899.43,1001533.25,4,9,1.91,169,1,0,0,1,0,14728.43,0.8235,0.1579,1,1
55,9,81,24560.65,2354775.71,0,5,4.69,51,2,1,1,2,2,235477.57,8.1,0.061,0,0
61,5,18,33544.92,549332.97,4,7,2.21,88,5,1,2,2,1,91555.5,3,0.3684,0,0
39,10,12,15097.8,212108.29,7,1,1.87,67,6,0,4,0,2,19282.57,1.0909,0.0769,0,0
61,12,41,46724.02,1671522.96,11,6,3.1,143,1,0,3,1,2,128578.69,3.1538,0.1429,1,1
27,58,87,22868.01,2363397.11,11,1,1.76,109,4,0,2,0,3,40057.58,1.4746,0.0114,1,1
23,21,48,12802.22,563773.85,6,2,3.75,76,0,0,1,0,3,25626.08,2.1818,0.0408,0,0
34,21,82,16163.19,1395940.82,14,1,3.06,65,3,0,3,1,0,63451.86,3.7273,0.012,0,1
55,65,64,37718.33,1998471.53,6,4,1.59,2,7,1,2,1,1,30279.87,0.9697,0.0615,0,0
41,3,16,32194.13,473828.34,14,9,1.27,11,7,1,0,3,4,118457.08,4,0.5294,0,1
27,69,80,37237.81,2634304.6,1,4,1.55,76,5,1,3,0,5,37632.92,1.1429,0.0494,0,0
25,64,23,14970.92,275935.52,0,5,1.55,92,3,1,1,0,2,4245.16,0.3538,0.2083,1,0
38,49,86,16679.01,1237463.55,3,5,2.25,97,1,0,3,3,0,24749.27,1.72,0.0575,1,0
23,17,39,20137.6,814614.44,7,6,4.33,170,6,0,0,1,3,45256.36,2.1667,0.15,1,1
38,32,33,9835.35,310275.37,13,7,1.23,3,6,1,4,3,1,9402.28,1,0.2059,0,1
56,70,24,34706.7,907118.09,0,3,1.51,41,5,0,4,2,3,12776.31,0.338,0.12,0,0
41,21,61,16802.8,1095109.45,12,8,2.21,49,6,0,4,2,2,49777.7,2.7727,0.129,0,1
50,7,55,16648.69,1025302.92,1,2,3.21,83,0,1,0,0,3,128162.87,6.875,0.0357,0,0
35,7,61,13833.57,967732.79,6,4,4.05,82,0,0,2,3,5,120966.6,7.625,0.0645,0,1
45,27,84,22914.98,2171105.48,4,2,4.68,37,5,1,0,2,3,77539.48,3,0.0235,0,0
49,8,97,38712.82,3677127.55,14,1,2.65,92,4,1,3,0,5,408569.73,10.7778,0.0102,1,1
29,28,95,41862.63,3672677.84,5,4,1.42,7,2,0,2,1,1,126644.06,3.2759,0.0417,0,0
59,66,40,40323.14,1614411.08,11,8,1.85,111,7,0,4,0,5,24095.69,0.597,0.1951,1,1
44,71,58,31249.08,1837914.18,7,5,2.15,38,3,1,0,2,0,25526.59,0.8056,0.0847,0,0
27,47,72,14381.16,958064.82,11,3,4.14,133,1,0,1,2,2,19959.68,1.5,0.0411,1,1
63,10,74,36875.33,2772442.16,8,6,3.75,61,0,0,4,2,2,252040.2,6.7273,0.08,0,1
59,33,1,2448.42,2062.33,14,9,1.84,83,3,1,1,1,5,60.66,0.0294,4.5,0,1
49,7,85,40008.54,3034864.96,7,4,4.35,167,3,0,2,3,1,379358.12,10.625,0.0465,1,1
59,3,25,39121.26,1074288.73,11,6,4.44,28,3,1,4,1,5,268572.18,6.25,0.2308,0,1
43,14,96,33665.06,2821830.42,13,1,4.53,130,5,0,0,1,5,188122.03,6.4,0.0103,1,1
42,44,53,5347.31,242487.68,0,1,2.1,70,0,0,1,2,0,5388.62,1.1778,0.0185,0,0
28,46,61,49868.4,2783213.73,13,8,1.53,156,4,1,0,1,1,59217.31,1.2979,0.129,1,1
40,61,46,37942.26,1655318.28,10,3,1.42,37,3,0,4,1,5,26698.68,0.7419,0.0638,0,0
51,36,74,36872.94,2541468.77,3,0,2.6,120,0,1,0,1,1,68688.35,2,0,1,0
57,13,60,3668.39,209063.41,4,8,2.72,96,0,0,4,3,5,14933.1,4.2857,0.1311,1,1
40,16,51,20235.9,883382.43,12,0,4.47,101,7,0,3,0,3,51963.67,3,0,1,0
46,5,73,4765.56,301324.38,8,1,2.07,82,1,0,0,2,0,50220.73,12.1667,0.0135,0,1
48,38,84,18371.33,1380128.95,5,8,3.51,129,7,1,3,2,5,35387.92,2.1538,0.0941,1,1
24,50,48,28739.03,1325393.9,13,2,4.15,3,4,0,1,2,2,25988.12,0.9412,0.0408,0,0
57,38,84,44004.17,3453720.78,5,0,2.08,71,4,0,0,1,5,88556.94,2.1538,0,0,0
50,56,40,14505.42,647831.67,13,2,2.07,97,4,1,0,3,4,11365.47,0.7018,0.0488,1,1
38,63,7,31359.03,221753.78,2,8,3.68,85,5,1,1,1,5,3464.9,0.1094,1,0,0
19,48,75,8650.27,668415.29,11,1,3.9,142,0,0,0,1,2,13641.13,1.5306,0.0132,1,1
35,59,85,18021.21,1568929.5,13,4,4.84,176,0,1,4,0,1,26148.83,1.4167,0.0465,1,1
64,44,19,47388.26,863920.61,1,0,4.4,37,4,1,3,0,4,19198.24,0.4222,0,0,0
50,55,15,37508.23,670755.83,1,9,4.29,131,5,1,2,3,1,11977.78,0.2679,0.5625,1,0
54,55,70,27517.39,1569734.91,14,0,3.77,177,7,0,4,0,4,28030.98,1.25,0,1,1
51,1,61,12958.99,700646.56,6,6,1.47,101,0,0,2,3,5,350323.28,30.5,0.0968,1,1
37,8,56,19295.41,987466.94,4,9,4.24,97,4,0,1,1,5,109718.55,6.2222,0.1579,1,1
52,4,10,8256.32,95155.68,11,9,4.74,13,1,1,1,1,3,19031.14,2,0.8182,0,1
35,53,46,17996.63,966548.25,9,2,2.56,127,2,0,0,2,1,17899.04,0.8519,0.0426,1,1
63,58,80,7956.32,724624.85,0,0,2.25,50,5,0,4,0,4,12281.78,1.3559,0,0,0
41,37,75,39867.7,2890748.16,11,0,3.09,147,6,1,2,1,2,76072.32,1.9737,0,1,1
25,49,57,4497.57,298879.26,4,4,4.83,154,2,1,3,0,3,5977.59,1.14,0.069,1,0
47,67,35,9875.57,290135.53,14,2,1.2,57,6,1,4,3,1,4266.7,0.5147,0.0556,0,1
61,19,72,34712.75,2651711.35,10,3,3.84,166,2,0,1,0,0,132585.57,3.6,0.0411,1,1
27,1,92,45174.58,4882912.6,0,5,4.26,137,2,1,4,1,5,2441456.3,46,0.0538,1,1
40,29,3,48247.28,159499.72,8,1,4.15,46,1,0,3,3,5,5316.66,0.1,0.25,0,0
28,33,66,41883.13,2518671.32,7,6,3.27,94,0,1,4,0,3,74078.57,1.9412,0.0896,1,1
19,52,53,10967.85,631870.33,13,4,4.68,86,1,1,0,0,4,11922.08,1,0.0741,0,1
43,41,78,14642.71,1048368.4,3,7,1.54,132,3,1,3,1,5,24961.15,1.8571,0.0886,1,1
53,23,52,43602.24,1915050.04,14,3,1.98,125,5,1,2,1,0,79793.75,2.1667,0.0566,1,1
50,5,93,44521.98,4500310.46,10,7,2.23,82,0,1,1,3,0,750051.74,15.5,0.0745,0,1
64,71,53,32212.33,1488197,0,3,1.03,178,4,0,4,0,5,20669.4,0.7361,0.0556,1,0
30,57,54,16025.23,730734.71,10,4,2.48,70,3,0,3,2,5,12598.87,0.931,0.0727,0,0
57,6,47,11590.8,556046.71,7,2,1.64,93,3,0,0,3,0,79435.24,6.7143,0.0417,1,1
42,49,3,42687.99,134243.08,4,3,3.9,133,5,0,0,2,4,2684.86,0.06,0.75,1,0
21,22,65,10660.12,568477.29,0,8,2.66,162,1,1,2,2,3,24716.4,2.8261,0.1212,1,1
59,4,15,33259.32,400003.58,14,4,3.82,146,3,1,1,3,0,80000.72,3,0.25,1,1
36,64,84,48413.69,4688263.81,1,3,2.17,27,7,1,0,3,5,72127.14,1.2923,0.0353,0,0
35,37,86,35411.92,2576737.6,14,3,1.53,10,1,0,1,3,0,67808.88,2.2632,0.0345,0,1
54,31,34,13254.68,465782.91,4,6,1.53,130,3,1,3,3,5,14555.72,1.0625,0.1714,1,1
47,37,50,14484.04,855585.76,12,1,1.81,118,7,0,4,1,4,22515.41,1.3158,0.0196,1,0
36,45,33,5098.29,169045.14,13,3,1.46,150,1,0,2,2,1,3674.89,0.7174,0.0882,1,1
40,8,73,34468.76,2153680.31,8,2,1.88,138,0,0,0,1,1,239297.81,8.1111,0.027,1,1
33,40,3,26162.57,75143.64,9,6,3.32,59,3,0,4,0,5,1832.77,0.0732,1.5,0,1
18,5,2,10720.35,22504.52,7,3,2.03,121,6,0,0,1,3,3750.75,0.3333,1,1,1
29,28,4,11769.58,52027.94,10,7,2.37,91,7,0,2,3,5,1794.07,0.1379,1.4,1,1
41,9,16,946.72,15795.38,9,4,1.21,140,1,1,0,2,5,1579.54,1.6,0.2353,1,1
51,2,54,48931.76,2150121.24,7,8,4.57,63,2,1,2,2,0,716707.08,18,0.1455,0,1
25,63,33,41486.9,1173621.17,12,8,1.55,15,2,1,4,2,2,18337.83,0.5156,0.2353,0,1
35,51,9,20011.41,170867.17,8,2,2.39,166,3,0,3,2,1,3285.91,0.1731,0.2,1,1
22,31,57,47331.45,2919889.88,1,8,2.52,105,5,1,2,3,0,91246.56,1.7812,0.1379,1,1
43,7,40,34017.44,1406595.42,6,3,4.09,6,1,0,3,2,3,175824.43,5,0.0732,0,0
47,30,52,37697.4,1603257.25,9,8,2.93,134,7,0,1,0,2,51717.98,1.6774,0.1509,1,1
30,58,82,34157.8,3133563.15,4,1,2.53,38,0,0,4,0,1,53111.24,1.3898,0.012,0,0
36,3,16,37964.02,632966.33,2,4,3.78,48,6,0,2,0,1,158241.58,4,0.2353,0,0
46,51,8,8961.48,82794.01,9,5,3.39,15,5,1,4,0,5,1592.19,0.1538,0.5556,0,0
20,56,87,28338.7,2384257.55,13,2,1.31,72,5,1,3,1,5,41829.08,1.5263,0.0227,0,1
43,10,60,42544.13,2542642.98,7,1,2.25,29,3,0,3,2,0,231149.36,5.4545,0.0164,0,0
57,61,36,1467.36,50829.18,1,0,4.91,2,7,1,4,2,0,819.83,0.5806,0,0,0
29,50,3,6610.43,21595.9,3,6,2.93,75,0,0,4,0,2,423.45,0.0588,1.5,0,0
19,47,15,12659.17,209038.16,12,3,2.7,144,7,1,3,0,4,4354.96,0.3125,0.1875,1,1
28,1,97,15088.97,1594327.96,11,7,1.6,88,1,0,4,3,5,797163.98,48.5,0.0714,0,1
61,57,82,9543.84,717357.66,4,7,4.36,162,2,1,3,3,3,12368.24,1.4138,0.0843,1,1
45,38,23,31404.35,761602.39,4,7,1.53,171,1,1,1,3,0,19528.27,0.5897,0.2917,1,1
35,62,3,15053.94,42244.89,3,1,1.42,24,5,1,3,0,0,670.55,0.0476,0.25,0,0
30,70,30,8325.94,283168.67,14,4,2.76,102,7,1,0,3,1,3988.29,0.4225,0.129,1,1
54,65,45,45338.4,1677162.07,2,7,2.75,25,0,0,3,1,2,25411.55,0.6818,0.1522,0,0
39,62,17,34904.21,483650.22,2,9,4.93,169,2,0,1,1,5,7676.99,0.2698,0.5,1,1
